Defect_ID,Severity_Level,Predicted_Resolution_Time_Hours,Overdue_Days,Asset_Age_Years,Historical_Failure_Count,Joint_Block_Feasibility_Score,Confidence_Score,Task_Urgency_Tier,Priority_Score,Severity_Level_Enc,Task_Urgency_Tier_Enc,Dept_SMMS,Dept_TDMS,Dept_TMS
DEF02795,Low,5.0,0,41.2,5,0.18,0.92,Programmed,20.8,1,1,0,0,1
DEF02796,Medium,5.8,306,40.9,5,0.89,0.92,Immediate,64.3,2,4,0,0,1
DEF02797,High,4.3,386,22.1,2,0.12,0.98,Immediate,64.3,3,4,0,0,1
DEF02798,Medium,13.0,0,36.1,2,0.93,0.82,This Month,27.4,2,2,0,0,1
DEF02799,Low,2.1,45,13.5,0,0.98,0.94,Immediate,34.8,1,4,0,0,1
DEF02800,High,13.6,101,9.9,0,0.13,0.86,Immediate,54.7,3,4,0,0,1
DEF02801,Low,4.0,0,9.9,0,0.82,0.76,Programmed,12.2,1,1,0,0,1
DEF02802,Low,6.2,35,26.2,2,0.74,0.83,Immediate,31.8,1,4,0,0,1
DEF02803,High,6.4,99,32.4,6,0.36,0.85,Immediate,68.2,3,4,0,0,1
DEF02804,Low,2.9,0,34.7,3,0.28,0.76,Programmed,12.2,1,1,0,0,1
DEF02805,High,13.9,241,44.8,6,0.1,0.87,Immediate,81.7,3,4,0,0,1
DEF02806,Low,4.1,69,24.4,3,0.75,0.72,Immediate,43.9,1,4,0,0,1
DEF02807,Medium,6.3,257,33.4,7,0.82,0.93,Immediate,57.2,2,4,0,0,1
DEF02808,High,11.6,77,40.8,5,0.36,0.92,Immediate,71.2,3,4,0,0,1
DEF02809,Medium,5.7,356,28.0,1,0.63,0.91,Immediate,61.1,2,4,0,0,1
DEF02810,Low,10.8,120,5.6,0,0.25,0.85,Immediate,34.4,1,4,0,0,1
DEF02811,High,3.6,349,34.4,1,0.25,0.9,Immediate,68.5,3,4,0,0,1
DEF02812,Low,10.5,215,15.8,2,0.66,0.99,Immediate,44.0,1,4,0,0,1
DEF02813,High,15.2,190,16.8,1,0.04,0.9,Immediate,60.2,3,4,0,0,1
DEF02814,Medium,7.4,1,17.9,0,0.09,0.94,This Month,25.7,2,2,0,0,1
DEF02815,Medium,4.3,37,26.9,2,0.0,0.72,Immediate,36.6,2,4,0,0,1
DEF02816,Critical,2.3,61,3.0,0,0.02,0.87,Immediate,68.4,4,4,0,0,1
DEF02817,High,2.2,106,39.2,8,0.31,0.88,Immediate,76.3,3,4,0,0,1
DEF02818,Medium,11.2,354,15.1,2,0.59,0.73,Immediate,53.5,2,4,0,0,1
DEF02819,Medium,2.2,226,44.9,5,0.11,0.71,Immediate,60.6,2,4,0,0,1
DEF02820,Low,4.2,166,30.4,4,0.32,0.96,Immediate,51.2,1,4,0,0,1
DEF02821,Critical,3.6,149,35.0,5,0.0,0.93,Immediate,83.1,4,4,0,0,1
DEF02822,Medium,4.3,296,17.9,2,0.39,0.89,Immediate,51.5,2,4,0,0,1
DEF02823,Low,3.2,0,6.6,0,0.23,0.96,Programmed,10.7,1,1,0,0,1
DEF02824,High,7.3,277,14.7,1,0.06,0.76,Immediate,59.2,3,4,0,0,1
DEF02825,Medium,3.1,66,16.2,3,0.13,0.83,Immediate,58.3,2,4,0,0,1
DEF02826,Medium,4.2,114,42.0,3,0.21,0.85,Immediate,53.7,2,4,0,0,1
DEF02827,High,4.4,209,7.4,0,0.03,0.76,Immediate,55.2,3,4,0,0,1
DEF02828,Critical,5.5,233,3.3,0,0.05,0.84,Immediate,66.8,4,4,0,0,1
DEF02829,Medium,11.4,0,38.0,4,0.85,0.85,This Month,28.9,2,2,0,0,1
DEF02830,Low,2.2,306,7.7,0,0.82,0.96,Immediate,36.5,1,4,0,0,1
DEF02831,High,14.5,132,28.8,2,0.81,0.75,Immediate,70.6,3,4,0,0,1
DEF02832,Critical,6.0,49,31.9,4,0.27,0.88,Immediate,77.9,4,4,0,0,1
DEF02833,Low,1.9,0,28.6,3,0.18,0.76,Programmed,25.7,1,1,0,0,1
DEF02834,Low,4.2,315,25.3,1,0.31,0.98,Immediate,34.4,1,4,0,0,1
DEF02835,Medium,12.0,82,4.0,0,0.88,0.86,Immediate,39.0,2,4,0,0,1
DEF02836,Low,6.6,34,18.9,1,0.78,0.72,Immediate,25.9,1,4,0,0,1
DEF02837,Medium,3.8,0,22.1,1,0.76,0.87,This Month,29.2,2,2,0,0,1
DEF02838,Medium,7.3,349,28.5,1,0.75,0.85,Immediate,45.3,2,4,0,0,1
DEF02839,Medium,6.6,162,26.2,4,0.29,0.96,Immediate,53.5,2,4,0,0,1
DEF02840,Medium,3.7,149,28.2,3,0.17,0.85,Immediate,51.1,2,4,0,0,1
DEF02841,Medium,4.4,191,37.4,4,0.74,0.95,Immediate,61.3,2,4,0,0,1
DEF02842,Medium,4.7,228,10.2,3,0.38,0.8,Immediate,41.0,2,4,0,0,1
DEF02843,High,4.5,380,17.1,2,0.12,0.9,Immediate,66.8,3,4,0,0,1
DEF02844,High,14.3,69,10.0,1,0.26,0.92,Immediate,64.5,3,4,0,0,1
DEF02845,Medium,4.5,214,14.9,1,0.04,0.7,Immediate,52.7,2,4,0,0,1
DEF02846,High,7.1,159,13.7,3,0.51,0.94,Immediate,64.6,3,4,0,0,1
DEF02847,High,6.1,177,31.3,0,0.82,0.98,Immediate,54.9,3,4,0,0,1
DEF02848,Low,2.9,330,18.7,4,0.13,0.85,Immediate,44.2,1,4,0,0,1
DEF02849,High,9.8,74,7.4,3,0.12,0.95,Immediate,58.3,3,4,0,0,1
DEF02850,Medium,3.4,256,25.9,2,0.93,0.83,Immediate,55.3,2,4,0,0,1
DEF02851,High,15.3,41,27.3,3,0.82,0.77,Immediate,58.7,3,4,0,0,1
DEF02852,High,4.6,260,7.8,2,0.27,0.82,Immediate,63.8,3,4,0,0,1
DEF02853,High,11.4,62,36.1,4,0.76,0.82,Immediate,69.8,3,4,0,0,1
DEF02854,Medium,4.3,71,35.6,6,0.93,0.98,Immediate,55.5,2,4,0,0,1
DEF02855,High,7.3,295,41.6,6,0.34,0.83,Immediate,70.4,3,4,0,0,1
DEF02856,Medium,8.0,127,28.7,6,0.38,0.89,Immediate,57.5,2,4,0,0,1
DEF02857,High,4.0,43,17.5,3,0.11,0.93,Immediate,47.9,3,4,0,0,1
DEF02858,High,3.5,130,32.2,3,0.6,0.8,Immediate,62.7,3,4,0,0,1
DEF02859,Low,1.3,0,41.6,2,0.08,0.77,Programmed,21.9,1,1,0,0,1
DEF02860,High,4.1,312,24.3,2,0.51,0.75,Immediate,67.9,3,4,0,0,1
DEF02861,Medium,11.1,36,30.2,4,0.55,0.9,Immediate,50.6,2,4,0,0,1
DEF02862,High,13.5,132,43.4,5,0.8,0.84,Immediate,74.0,3,4,0,0,1
DEF02863,High,7.8,131,43.4,7,0.05,0.72,Immediate,79.7,3,4,0,0,1
DEF02864,High,7.2,327,35.7,6,0.33,0.95,Immediate,71.1,3,4,0,0,1
DEF02865,Medium,13.0,6,5.0,1,0.56,0.81,This Month,19.1,2,2,0,0,1
DEF02866,High,6.1,271,31.7,3,0.9,0.91,Immediate,62.5,3,4,0,0,1
DEF02867,High,4.5,194,19.8,3,0.1,0.9,Immediate,69.5,3,4,0,0,1
DEF02868,Medium,3.6,37,6.6,0,0.71,0.95,Immediate,36.7,2,4,0,0,1
DEF02869,Medium,6.0,0,26.6,3,0.13,0.98,This Month,26.1,2,2,0,0,1
DEF02870,Critical,9.4,383,13.6,2,0.95,0.75,Immediate,74.1,4,4,0,0,1
DEF02871,Medium,3.7,114,35.4,6,0.75,0.75,Immediate,57.5,2,4,0,0,1
DEF02872,High,10.3,57,42.7,1,0.99,0.94,Immediate,63.2,3,4,0,0,1
DEF02873,High,4.3,186,17.2,3,0.64,0.99,Immediate,69.8,3,4,0,0,1
DEF02874,Low,4.6,217,37.4,3,0.14,0.8,Immediate,50.6,1,4,0,0,1
DEF02875,Low,3.3,237,24.0,5,0.34,0.71,Immediate,47.3,1,4,0,0,1
DEF02876,Low,1.9,5,21.6,1,0.67,0.72,Programmed,18.8,1,1,0,0,1
DEF02877,Medium,4.3,327,2.0,0,0.94,0.86,Immediate,48.6,2,4,0,0,1
DEF02878,Medium,2.0,21,25.7,2,0.26,0.84,This Week,29.7,2,3,0,0,1
DEF02879,High,8.9,163,16.1,1,0.92,0.71,Immediate,64.5,3,4,0,0,1
DEF02880,High,6.8,187,34.4,3,0.31,0.81,Immediate,73.4,3,4,0,0,1
DEF02881,Critical,10.7,122,20.8,2,0.38,0.83,Immediate,80.9,4,4,0,0,1
DEF02882,Critical,7.4,282,10.4,0,0.34,0.81,Immediate,72.4,4,4,0,0,1
DEF02883,Low,2.9,206,38.4,4,0.6,0.84,Immediate,49.0,1,4,0,0,1
DEF02884,High,15.6,204,7.1,0,0.01,0.74,Immediate,59.7,3,4,0,0,1
DEF02885,Low,9.7,22,4.0,0,0.17,0.74,This Week,26.0,1,3,0,0,1
DEF02886,Low,4.0,0,21.5,4,0.01,0.84,Programmed,12.6,1,1,0,0,1
DEF02887,High,15.8,18,5.4,0,0.07,0.7,This Week,50.3,3,3,0,0,1
DEF02888,High,10.3,309,3.6,0,0.63,0.83,Immediate,63.0,3,4,0,0,1
DEF02889,Low,4.4,253,11.9,1,0.88,0.86,Immediate,41.4,1,4,0,0,1
DEF02890,Critical,8.3,326,28.7,5,0.96,0.85,Immediate,84.3,4,4,0,0,1
DEF02891,Medium,2.4,64,36.6,6,0.92,0.86,Immediate,67.9,2,4,0,0,1
DEF02892,Critical,6.4,347,42.6,3,0.08,0.8,Immediate,86.6,4,4,0,0,1
DEF02893,Medium,9.5,11,25.7,1,0.36,0.79,This Week,25.8,2,3,0,0,1
DEF02894,Low,8.5,178,11.4,2,0.28,0.8,Immediate,42.7,1,4,0,0,1
DEF02895,Low,9.2,0,4.7,0,0.65,0.98,Programmed,9.8,1,1,0,0,1
DEF02896,Medium,4.2,0,11.0,2,0.05,0.93,This Month,27.9,2,2,0,0,1
DEF02897,Medium,6.7,179,34.2,3,0.79,0.95,Immediate,54.2,2,4,0,0,1
DEF02898,Medium,6.2,5,7.0,0,0.2,0.83,This Month,16.4,2,2,0,0,1
DEF02899,Medium,9.1,22,13.8,3,0.19,0.83,This Week,40.9,2,3,0,0,1
DEF02900,Low,4.6,285,34.7,4,0.39,0.88,Immediate,46.8,1,4,0,0,1
DEF02901,High,5.7,281,38.6,1,0.09,0.71,Immediate,70.1,3,4,0,0,1
DEF02902,Low,4.8,24,32.6,3,0.23,0.88,This Week,39.2,1,3,0,0,1
DEF02903,Low,4.4,63,39.0,4,0.31,0.87,Immediate,55.3,1,4,0,0,1
DEF02904,Low,3.2,218,38.0,10,0.01,0.81,Immediate,50.3,1,4,0,0,1
DEF02905,Low,4.3,161,40.4,7,0.16,0.78,Immediate,60.6,1,4,0,0,1
DEF02906,High,6.4,0,3.9,0,0.92,0.8,This Week,35.9,3,3,0,0,1
DEF02907,Medium,4.0,274,36.0,3,0.03,0.97,Immediate,51.4,2,4,0,0,1
DEF02908,Low,10.2,0,26.1,2,0.03,0.94,Programmed,15.0,1,1,0,0,1
DEF02909,High,10.2,95,24.2,2,0.54,0.7,Immediate,67.5,3,4,0,0,1
DEF02910,Medium,4.9,0,21.3,1,0.02,0.87,This Month,21.6,2,2,0,0,1
DEF02911,High,12.8,255,29.0,5,0.59,0.71,Immediate,68.2,3,4,0,0,1
DEF02912,High,6.0,323,1.9,0,0.18,0.93,Immediate,59.2,3,4,0,0,1
DEF02913,Medium,5.0,357,21.7,2,0.9,0.73,Immediate,56.6,2,4,0,0,1
DEF02914,Medium,5.5,52,9.5,1,0.15,0.75,Immediate,38.7,2,4,0,0,1
DEF02915,High,5.4,268,39.7,4,0.07,0.94,Immediate,72.4,3,4,0,0,1
DEF02916,Medium,12.1,196,5.4,0,0.74,0.79,Immediate,47.9,2,4,0,0,1
DEF02917,Medium,5.5,221,30.8,2,0.9,0.97,Immediate,44.2,2,4,0,0,1
DEF02918,Medium,4.5,188,9.0,0,0.54,0.8,Immediate,40.7,2,4,0,0,1
DEF02919,Medium,4.3,12,34.8,0,0.91,0.95,This Week,28.8,2,3,0,0,1
DEF02920,Medium,6.9,67,19.4,3,0.81,0.75,Immediate,50.7,2,4,0,0,1
DEF02921,Medium,8.9,287,36.7,6,0.11,0.79,Immediate,57.0,2,4,0,0,1
DEF02922,High,6.0,355,16.2,0,0.32,0.71,Immediate,57.8,3,4,0,0,1
DEF02923,Low,3.2,0,33.7,6,0.62,0.78,Programmed,24.8,1,1,0,0,1
DEF02924,High,3.8,138,18.1,1,0.86,0.92,Immediate,62.4,3,4,0,0,1
DEF02925,Medium,3.7,223,43.8,8,0.33,0.9,Immediate,65.1,2,4,0,0,1
DEF02926,High,4.3,166,19.0,3,0.34,0.74,Immediate,58.6,3,4,0,0,1
DEF02927,Medium,5.2,250,10.5,1,0.36,0.85,Immediate,45.2,2,4,0,0,1
DEF02928,Low,3.0,0,1.2,0,0.28,0.88,Programmed,18.7,1,1,0,0,1
DEF02929,Medium,11.5,68,34.8,3,0.29,0.99,Immediate,51.6,2,4,0,0,1
DEF02930,Critical,16.1,318,3.6,0,0.9,0.84,Immediate,70.9,4,4,0,0,1
DEF02931,Medium,5.0,37,34.1,7,0.2,0.86,Immediate,46.6,2,4,0,0,1
DEF02932,High,7.9,207,27.9,3,0.37,0.96,Immediate,68.5,3,4,0,0,1
DEF02933,High,7.8,85,29.6,0,0.38,0.84,Immediate,68.6,3,4,0,0,1
DEF02934,Medium,1.8,360,30.1,3,0.03,0.91,Immediate,54.7,2,4,0,0,1
DEF02935,Low,1.8,278,42.6,5,0.63,0.73,Immediate,54.6,1,4,0,0,1
DEF02936,Low,5.3,239,26.8,4,0.94,0.74,Immediate,45.7,1,4,0,0,1
DEF02937,Low,4.8,78,45.0,10,0.16,0.75,Immediate,54.8,1,4,0,0,1
DEF02938,High,14.2,276,13.6,0,0.52,0.7,Immediate,63.9,3,4,0,0,1
DEF02939,High,3.3,144,33.3,5,0.2,0.81,Immediate,71.5,3,4,0,0,1
DEF02940,Low,6.3,0,40.3,4,0.62,0.99,Programmed,27.4,1,1,0,0,1
DEF02941,High,8.9,81,31.0,7,0.13,0.88,Immediate,73.6,3,4,0,0,1
DEF02942,High,6.3,34,3.9,1,0.2,0.76,Immediate,47.1,3,4,0,0,1
DEF02943,Medium,4.5,178,3.9,0,0.21,0.98,Immediate,50.6,2,4,0,0,1
DEF02944,High,9.1,296,11.5,4,0.63,0.86,Immediate,60.1,3,4,0,0,1
DEF02945,High,10.5,387,8.4,3,0.37,0.89,Immediate,65.2,3,4,0,0,1
DEF02946,Medium,5.9,0,7.5,1,0.82,0.99,This Month,25.9,2,2,0,0,1
DEF02947,Low,2.2,130,27.5,1,0.33,0.92,Immediate,46.7,1,4,0,0,1
DEF02948,Low,5.3,205,22.3,2,0.04,0.71,Immediate,42.1,1,4,0,0,1
DEF02949,High,7.5,59,31.2,4,0.55,0.99,Immediate,70.8,3,4,0,0,1
DEF02950,Medium,1.3,0,18.3,2,0.13,0.91,This Month,20.6,2,2,0,0,1
DEF02951,Medium,4.1,299,43.7,5,0.1,0.89,Immediate,58.0,2,4,0,0,1
DEF02952,High,2.8,290,24.2,0,0.82,0.9,Immediate,57.8,3,4,0,0,1
DEF02953,Critical,16.6,132,6.8,1,0.99,0.73,Immediate,62.9,4,4,0,0,1
DEF02954,Medium,2.2,230,23.7,0,0.03,0.84,Immediate,52.4,2,4,0,0,1
DEF02955,Medium,7.8,366,27.5,3,0.08,0.7,Immediate,53.3,2,4,0,0,1
DEF02956,Critical,5.3,218,26.0,2,0.37,0.73,Immediate,73.3,4,4,0,0,1
DEF02957,Medium,3.1,143,21.3,2,0.82,0.92,Immediate,45.0,2,4,0,0,1
DEF02958,Medium,7.9,255,21.0,2,0.11,0.71,Immediate,53.0,2,4,0,0,1
DEF02959,High,9.2,317,27.9,3,0.18,0.92,Immediate,63.7,3,4,0,0,1
DEF02960,Low,3.4,0,44.4,4,0.74,0.85,Programmed,21.9,1,1,0,0,1
DEF02961,Low,5.3,0,5.3,1,0.52,0.77,Programmed,12.5,1,1,0,0,1
DEF02962,Low,4.2,23,22.8,5,0.66,0.77,This Week,22.5,1,3,0,0,1
DEF02963,High,7.2,258,25.8,2,0.86,0.87,Immediate,64.0,3,4,0,0,1
DEF02964,Low,8.4,271,34.9,4,0.03,0.72,Immediate,51.8,1,4,0,0,1
DEF02965,Medium,1.9,297,4.6,0,0.5,0.95,Immediate,48.8,2,4,0,0,1
DEF02966,Medium,13.2,356,30.3,1,0.85,0.83,Immediate,51.9,2,4,0,0,1
DEF02967,High,6.4,216,27.9,4,0.73,0.83,Immediate,68.7,3,4,0,0,1
DEF02968,Medium,6.0,22,42.9,3,0.66,0.86,This Week,36.0,2,3,0,0,1
DEF02969,Low,8.7,0,17.3,0,0.67,0.89,Programmed,16.4,1,1,0,0,1
DEF02970,Low,1.3,202,21.5,3,0.24,0.92,Immediate,42.7,1,4,0,0,1
DEF02971,Critical,5.9,250,31.4,3,0.63,0.86,Immediate,70.0,4,4,0,0,1
DEF02972,Medium,5.1,90,43.3,6,0.13,0.98,Immediate,63.0,2,4,0,0,1
DEF02973,High,2.8,8,15.5,1,0.56,0.94,This Week,38.2,3,3,0,0,1
DEF02974,Critical,5.7,262,3.8,0,0.82,0.84,Immediate,68.0,4,4,0,0,1
DEF02975,Medium,8.0,15,2.7,1,0.51,0.88,This Week,22.7,2,3,0,0,1
DEF02976,Low,9.4,26,37.2,3,0.38,0.91,This Week,33.6,1,3,0,0,1
DEF02977,Low,3.7,210,26.2,3,0.12,0.95,Immediate,45.8,1,4,0,0,1
DEF02978,Medium,5.0,159,19.1,2,0.86,0.77,Immediate,55.9,2,4,0,0,1
DEF02979,Medium,2.8,62,43.8,4,0.96,0.75,Immediate,58.8,2,4,0,0,1
DEF02980,Critical,4.6,264,23.8,1,0.77,0.84,Immediate,78.7,4,4,0,0,1
DEF02981,Medium,11.9,259,3.6,0,0.17,0.92,Immediate,44.4,2,4,0,0,1
DEF02982,High,2.1,264,22.2,1,0.21,0.76,Immediate,64.3,3,4,0,0,1
DEF02983,Low,4.6,69,19.7,3,0.1,0.78,Immediate,41.3,1,4,0,0,1
DEF02984,High,7.7,275,10.9,1,0.54,0.95,Immediate,69.5,3,4,0,0,1
DEF02985,High,3.4,208,1.8,0,0.05,0.9,Immediate,65.7,3,4,0,0,1
DEF02986,Low,10.3,268,34.2,3,0.37,0.76,Immediate,43.1,1,4,0,0,1
DEF02987,Medium,3.5,105,32.9,5,0.92,0.89,Immediate,61.0,2,4,0,0,1
DEF02988,High,5.4,227,5.8,0,0.16,0.83,Immediate,60.5,3,4,0,0,1
DEF02989,Medium,12.9,94,6.1,0,0.29,0.86,Immediate,36.7,2,4,0,0,1
DEF02990,Medium,12.8,192,35.9,2,0.25,0.95,Immediate,62.1,2,4,0,0,1
DEF02991,High,3.6,134,27.5,2,0.28,0.86,Immediate,68.6,3,4,0,0,1
DEF02992,High,5.4,330,16.1,2,0.57,0.8,Immediate,59.4,3,4,0,0,1
DEF02993,High,9.3,256,3.4,0,0.16,0.74,Immediate,61.4,3,4,0,0,1
DEF02994,Low,3.0,245,44.7,9,0.73,0.86,Immediate,53.3,1,4,0,0,1
DEF02995,Low,2.0,0,40.5,5,0.37,0.83,Programmed,24.6,1,1,0,0,1
DEF02996,Critical,8.9,95,4.8,0,0.87,0.91,Immediate,71.0,4,4,0,0,1
DEF02997,Critical,11.3,142,15.0,0,0.66,0.96,Immediate,79.0,4,4,0,0,1
DEF02998,Low,8.9,203,16.4,4,0.33,0.99,Immediate,40.0,1,4,0,0,1
DEF02999,Medium,2.8,140,20.1,0,0.57,0.8,Immediate,49.3,2,4,0,0,1
DEF03000,Medium,3.8,272,20.0,0,0.15,0.83,Immediate,46.6,2,4,0,0,1
DEF03001,Medium,4.0,114,29.3,1,0.09,0.85,Immediate,51.3,2,4,0,0,1
DEF03002,Low,4.0,265,37.5,5,0.35,0.89,Immediate,46.6,1,4,0,0,1
DEF03003,High,5.0,32,34.9,3,0.19,0.85,Immediate,58.6,3,4,0,0,1
DEF03004,High,14.4,302,14.9,4,0.27,0.78,Immediate,59.0,3,4,0,0,1
DEF03005,Critical,5.7,24,13.7,1,0.57,0.79,Immediate,60.4,4,4,0,0,1
DEF03006,Medium,9.2,273,5.7,0,0.65,0.77,Immediate,46.6,2,4,0,0,1
DEF03007,Medium,6.0,83,31.7,3,0.84,0.97,Immediate,53.2,2,4,0,0,1
DEF03008,Medium,8.7,305,5.0,1,0.3,0.86,Immediate,48.1,2,4,0,0,1
DEF03009,Low,4.4,0,44.3,9,0.83,0.76,Programmed,37.1,1,1,0,0,1
DEF03010,Critical,5.4,22,8.6,1,0.0,0.78,Immediate,56.1,4,4,0,0,1
DEF03011,High,4.9,316,36.8,2,0.36,0.77,Immediate,78.2,3,4,0,0,1
DEF03012,High,5.7,367,15.6,2,0.11,0.95,Immediate,63.5,3,4,0,0,1
DEF03013,High,4.2,369,17.2,4,0.76,0.8,Immediate,66.5,3,4,0,0,1
DEF03014,Medium,13.6,251,25.7,4,0.08,0.95,Immediate,53.6,2,4,0,0,1
DEF03015,Low,3.9,324,34.7,4,0.17,0.92,Immediate,52.8,1,4,0,0,1
DEF03016,Low,5.0,264,12.5,3,0.66,0.93,Immediate,43.0,1,4,0,0,1
DEF03017,Critical,6.6,201,18.9,0,0.26,0.91,Immediate,68.4,4,4,0,0,1
DEF03018,Critical,7.9,241,32.5,3,0.9,0.87,Immediate,89.6,4,4,0,0,1
DEF03019,Low,1.7,147,37.0,5,0.87,0.86,Immediate,49.8,1,4,0,0,1
DEF03020,High,6.9,241,29.9,5,0.8,0.9,Immediate,67.3,3,4,0,0,1
DEF03021,Low,6.4,270,20.7,1,0.18,0.78,Immediate,38.9,1,4,0,0,1
DEF03022,High,9.2,318,11.5,2,0.05,0.96,Immediate,62.2,3,4,0,0,1
DEF03023,Low,4.3,177,25.9,2,0.54,0.96,Immediate,38.6,1,4,0,0,1
DEF03024,Low,3.5,0,2.4,0,0.2,0.8,Programmed,8.7,1,1,0,0,1
DEF03025,Low,9.7,272,4.2,1,0.12,0.95,Immediate,37.1,1,4,0,0,1
DEF03026,Low,3.5,4,44.2,5,0.24,0.95,Programmed,22.0,1,1,0,0,1
DEF03027,Low,7.6,99,19.7,2,0.26,0.88,Immediate,42.8,1,4,0,0,1
DEF03028,Medium,5.0,114,11.0,1,0.8,0.77,Immediate,46.7,2,4,0,0,1
DEF03029,High,16.4,282,38.6,0,0.08,0.92,Immediate,58.6,3,4,0,0,1
DEF03030,Critical,3.4,84,9.9,2,0.21,0.95,Immediate,67.7,4,4,0,0,1
DEF03031,High,14.4,353,38.5,4,0.39,0.95,Immediate,72.0,3,4,0,0,1
DEF03032,Medium,3.7,164,22.7,1,0.38,0.99,Immediate,52.0,2,4,0,0,1
DEF03033,Low,7.1,0,15.5,3,0.03,0.72,Programmed,21.3,1,1,0,0,1
DEF03034,High,7.5,38,4.1,0,0.52,0.74,Immediate,52.0,3,4,0,0,1
DEF03035,High,7.3,87,36.7,5,0.7,0.91,Immediate,71.8,3,4,0,0,1
DEF03036,High,10.0,274,25.9,2,0.67,0.74,Immediate,68.6,3,4,0,0,1
DEF03037,Low,8.8,336,5.1,2,0.08,0.97,Immediate,35.7,1,4,0,0,1
DEF03038,Low,5.1,0,42.0,5,0.36,0.88,Programmed,26.0,1,1,0,0,1
DEF03039,Low,9.6,216,37.2,4,0.28,0.75,Immediate,53.3,1,4,0,0,1
DEF03040,Critical,5.2,152,19.5,3,0.37,0.93,Immediate,77.8,4,4,0,0,1
DEF03041,High,5.9,229,17.9,4,0.81,0.84,Immediate,66.7,3,4,0,0,1
DEF03042,High,7.1,371,41.8,6,0.21,0.9,Immediate,70.4,3,4,0,0,1
DEF03043,Critical,2.8,269,44.1,6,0.85,0.95,Immediate,84.1,4,4,0,0,1
DEF03044,High,1.6,137,19.0,0,0.15,0.86,Immediate,62.8,3,4,0,0,1
DEF03045,High,5.4,220,26.0,2,0.53,0.97,Immediate,67.1,3,4,0,0,1
DEF03046,Low,4.3,246,16.0,2,0.83,0.74,Immediate,45.0,1,4,0,0,1
DEF03047,Low,3.8,0,18.5,1,0.84,0.78,Programmed,13.2,1,1,0,0,1
DEF03048,High,14.5,154,10.4,2,0.16,0.71,Immediate,56.0,3,4,0,0,1
DEF03049,Low,4.7,262,3.1,1,0.54,0.86,Immediate,32.0,1,4,0,0,1
DEF03050,Low,2.4,0,6.7,0,0.01,0.79,Programmed,6.0,1,1,0,0,1
DEF03051,Low,2.2,127,44.5,3,0.14,0.99,Immediate,49.7,1,4,0,0,1
DEF03052,High,5.1,47,27.0,2,0.55,0.89,Immediate,63.9,3,4,0,0,1
DEF03053,Medium,11.9,361,33.1,2,0.14,0.97,Immediate,55.9,2,4,0,0,1
DEF03054,Critical,5.0,150,41.4,2,0.29,0.94,Immediate,81.0,4,4,0,0,1
DEF03055,High,3.0,128,23.7,3,0.16,0.92,Immediate,59.2,3,4,0,0,1
DEF03056,Low,2.3,67,22.0,4,0.08,0.83,Immediate,35.2,1,4,0,0,1
DEF03057,Low,4.6,44,10.9,0,0.25,0.73,Immediate,21.8,1,4,0,0,1
DEF03058,Low,3.4,0,7.7,1,0.15,0.77,Programmed,19.2,1,1,0,0,1
DEF03059,Low,1.6,282,8.8,0,0.34,0.96,Immediate,41.2,1,4,0,0,1
DEF03060,Medium,7.9,251,20.4,3,0.97,0.89,Immediate,50.2,2,4,0,0,1
DEF03061,Medium,7.5,261,41.0,4,0.68,0.73,Immediate,59.6,2,4,0,0,1
DEF03062,Low,2.1,87,38.6,4,0.32,0.99,Immediate,50.5,1,4,0,0,1
DEF03063,Low,5.4,89,31.9,1,0.32,0.95,Immediate,46.7,1,4,0,0,1
DEF03064,Medium,7.6,267,16.4,1,0.37,0.85,Immediate,50.8,2,4,0,0,1
DEF03065,Low,3.4,33,40.1,5,0.13,0.8,Immediate,41.8,1,4,0,0,1
DEF03066,High,6.4,142,41.7,2,0.01,0.82,Immediate,69.2,3,4,0,0,1
DEF03067,Low,8.2,0,11.7,0,0.38,0.98,Programmed,17.8,1,1,0,0,1
DEF03068,Medium,5.7,125,2.0,0,0.77,0.74,Immediate,45.1,2,4,0,0,1
DEF03069,Medium,2.9,80,34.6,3,0.57,0.82,Immediate,54.3,2,4,0,0,1
DEF03070,Medium,6.3,76,17.8,2,0.69,0.9,Immediate,48.0,2,4,0,0,1
DEF03071,Medium,3.0,252,14.3,1,0.32,0.83,Immediate,50.4,2,4,0,0,1
DEF03072,Medium,3.9,236,19.3,3,0.17,0.85,Immediate,51.6,2,4,0,0,1
DEF03073,High,12.8,0,14.9,0,0.84,0.76,This Week,31.3,3,3,0,0,1
DEF03074,High,5.0,226,15.2,0,0.67,0.89,Immediate,65.4,3,4,0,0,1
DEF03075,Low,5.6,102,14.5,2,0.4,0.97,Immediate,38.3,1,4,0,0,1
DEF03076,High,9.8,84,17.4,0,0.95,0.8,Immediate,68.3,3,4,0,0,1
DEF03077,High,6.6,220,4.1,0,0.94,0.86,Immediate,50.8,3,4,0,0,1
DEF03078,High,8.4,294,22.1,1,0.72,0.94,Immediate,64.4,3,4,0,0,1
DEF03079,High,6.9,362,4.8,0,0.74,0.97,Immediate,58.8,3,4,0,0,1
DEF03080,Medium,6.9,270,7.5,1,0.01,0.81,Immediate,42.4,2,4,0,0,1
DEF03081,High,2.9,16,42.6,1,0.51,0.87,This Week,51.1,3,3,0,0,1
DEF03082,Medium,12.8,180,15.9,0,0.37,0.76,Immediate,47.4,2,4,0,0,1
