Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Corridor_ID,Asset_ID,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Latitude,Longitude,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Voltage_V,Current_A,Power_Load_MW,Wind_Speed_kmh,Weather_Condition,Component_Health,Traffic_Trains_Per_Day,Goods_Trains_Forecast,Route_Criticality,Overlapping_Engineering_Request,Overlapping_SNT_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Min,Joint_Block_Recommendation,Failure_Probability_72h,Remaining_Useful_Life_Hours,Priority_Score,Priority_Class,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
TDMS01573,DRHEX-ATM,DRHEX,ATM,105.97,Southern Railway,Chennai,CORR_008,TRD_VOLTAGE_FLUCTUATION_F1573,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Sensor_Alert,12.017949,79.815612,18-04-2026,03-09-2026,03-09-2026,05-09-2026,4.54,4.63,40,12.7,22-03-2026,365,3,2164.8,196.7,51.0,26.5,Rainy,Overheated,34,6,HIGH,False,False,28.0,This_Week,Weekly,278,No,0.538,452.5,71.7,B,4.54,88.9,0.768
TDMS01574,KOST-FVH,KOST,FVH,66.42,Northern Railway,Moradabad,CORR_012,TRD_CIRCUIT_BREAKER_TRIP_F1574,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Medium,Visual_Patrol,30.50722,79.445331,16-07-2026,07-09-2026,08-09-2026,11-09-2026,3.21,2.83,28,5.6,17-02-2026,90,2,2152.9,249.8,53.5,22.4,Thunderstorm,Normal,70,20,LOW,False,True,48.5,Programmed,Monthly,170,No,0.141,673.9,31.6,C,3.21,57.9,0.779
TDMS01575,UHYMW-JHSV,UHYMW,JHSV,68.6,Central Railway,Nagpur,CORR_004,TRD_TRANSFORMER_FAILURE_F1575,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Sensor_Alert,20.593974,78.182534,21-09-2025,06-09-2026,06-09-2026,09-09-2026,3.61,3.72,60,10.0,07-08-2025,90,3,1827.8,228.8,52.6,12.9,Rainy,Normal,29,24,MEDIUM,False,False,34.2,This_Month,Monthly,223,No,0.156,657.6,48.8,C,3.61,59.8,0.906
TDMS01576,MU-LF,MU,LF,45.46,Western Railway,Rajkot,CORR_003,TRD_TRANSFORMER_FAILURE_F1576,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,22.287059,71.770153,20-05-2026,03-09-2026,04-09-2026,06-09-2026,4.29,4.12,40,26.7,13-02-2026,180,1,2295.4,233.6,47.8,25.9,Windstorm,Overheated,61,27,LOW,False,True,62.5,This_Month,Monthly,247,Yes,0.51,332.1,53.7,B,4.29,79.2,0.657
TDMS01577,XLHU-RGRXB,XLHU,RGRXB,82.0,Southern Railway,Chennai,CORR_002,TRD_SAGGING_F1577,OHE_CONTACT_LINE,Sagging,High,Visual_Patrol,8.831635,84.49977,19-06-2026,14-09-2026,14-09-2026,16-09-2026,3.41,3.78,40,29.7,01-03-2026,365,2,1871.3,232.2,54.5,28.9,Clear,Overheated,69,20,MEDIUM,True,False,58.1,This_Week,Weekly,227,Yes,0.428,401.7,62.4,B,3.41,64.4,0.627
TDMS01578,ESE-MCB,ESE,MCB,43.13,Southern Railway,Palakkad,CORR_006,TRD_SAGGING_F1578,OHE_CONTACT_LINE,Sagging,Medium,Manual_Inspection,12.952824,76.097794,30-04-2026,15-09-2026,16-09-2026,19-09-2026,4.57,4.2,60,25.6,02-06-2026,180,3,2177.0,215.6,51.2,26.4,Snowy,Normal,61,6,HIGH,False,False,31.8,This_Month,Monthly,252,No,0.198,646.5,54.5,B,4.57,61.4,0.762
TDMS01579,ZLM-CWUED,ZLM,CWUED,35.26,Western Railway,Ratlam,CORR_011,TRD_TRANSFORMER_FAILURE_F1579,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Manual_Inspection,23.84595,76.19366,25-03-2026,07-09-2026,08-09-2026,09-09-2026,5.96,5.67,20,3.0,16-08-2025,90,3,1949.7,238.1,50.7,15.6,Thunderstorm,Faulty,59,8,MEDIUM,False,False,41.0,Immediate,Weekly,340,No,0.748,189.4,78.5,A,5.96,98.9,0.724
TDMS01580,BF-ELASD,BF,ELASD,71.33,Southern Railway,Chennai,CORR_004,TRD_CIRCUIT_BREAKER_TRIP_F1580,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Medium,Sensor_Alert,9.605268,87.552544,17-01-2026,10-09-2026,10-09-2026,13-09-2026,3.18,3.65,60,4.1,24-08-2025,180,5,2095.9,221.0,51.7,21.9,Clear,Normal,39,10,MEDIUM,False,False,30.6,This_Month,Monthly,219,No,0.293,611.4,52.9,B,3.18,58.5,0.79
TDMS01581,AU-WNXBX,AU,WNXBX,109.3,South Central Railway,Guntakal,CORR_008,TRD_CONTACT_WIRE_WEAR_F1581,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Visual_Patrol,14.207187,73.567743,31-07-2026,14-09-2026,15-09-2026,18-09-2026,3.72,3.42,13,28.0,30-01-2026,90,1,2234.4,209.1,54.6,12.0,Snowy,Normal,72,11,HIGH,True,False,51.4,Programmed,Monthly,205,No,0.176,598.2,36.4,C,3.72,41.3,0.717
TDMS01582,ZBF-KX,ZBF,KX,72.27,South Central Railway,Vijayawada,CORR_011,TRD_SAGGING_F1582,OHE_CONTACT_LINE,Sagging,Critical,Manual_Inspection,17.717241,81.502227,19-12-2025,03-09-2026,04-09-2026,05-09-2026,6.27,5.72,20,13.6,19-02-2026,365,3,1895.0,189.6,51.4,21.4,Rainy,Faulty,68,29,HIGH,False,True,61.7,Immediate,Weekly,343,Yes,0.717,254.4,81.4,A,6.27,89.9,0.727
TDMS01583,IOC-SVXYZ,IOC,SVXYZ,113.31,Central Railway,Nagpur,CORR_007,TRD_VOLTAGE_FLUCTUATION_F1583,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Manual_Inspection,22.389032,80.701946,30-10-2025,13-09-2026,14-09-2026,15-09-2026,5.04,4.97,20,14.6,16-01-2026,365,0,1827.8,211.6,49.3,23.6,Rainy,Faulty,23,29,HIGH,True,False,74.6,Immediate,Weekly,298,Yes,0.629,323.3,76.8,A,5.04,93.7,0.628
TDMS01584,RRNIV-MMMBH,RRNIV,MMMBH,39.14,Central Railway,Nagpur,CORR_012,TRD_LINE_BREAKAGE_F1584,OHE_CONTACT_LINE,Line Breakage,Medium,Thermal_Drone,20.276722,80.532554,30-06-2026,13-09-2026,14-09-2026,17-09-2026,3.09,3.07,44,3.1,09-03-2026,90,0,2298.6,243.0,53.9,16.4,Rainy,Normal,75,11,MEDIUM,False,False,33.7,This_Month,Monthly,184,No,0.167,634.3,43.0,C,3.09,49.7,0.78
TDMS01585,OLM-NXVM,OLM,NXVM,108.04,Western Railway,Rajkot,CORR_010,TRD_TRANSFORMER_FAILURE_F1585,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Sensor_Alert,22.286711,71.51294,13-04-2026,14-09-2026,15-09-2026,17-09-2026,6.33,5.63,40,29.0,09-01-2026,365,0,1880.0,211.3,49.4,26.3,Clear,Overheated,69,25,LOW,False,False,31.8,This_Month,Monthly,338,No,0.463,434.3,57.7,B,6.33,76.6,0.631
TDMS01586,HEBM-QV,HEBM,QV,63.83,Southern Railway,Palakkad,CORR_010,TRD_CIRCUIT_BREAKER_TRIP_F1586,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Critical,Sensor_Alert,9.859245,71.485002,20-08-2026,12-09-2026,13-09-2026,14-09-2026,5.92,5.4,10,7.7,19-02-2026,90,0,2023.8,204.3,52.7,26.2,Snowy,Faulty,30,8,MEDIUM,True,False,64.7,Immediate,Weekly,324,Yes,0.565,363.2,68.7,B,5.92,84.9,0.861
TDMS01587,KTHG-YMQ,KTHG,YMQ,78.91,Southern Railway,Chennai,CORR_009,TRD_SAGGING_F1587,OHE_CONTACT_LINE,Sagging,High,Thermal_Drone,12.1109,83.887387,12-04-2026,07-09-2026,08-09-2026,10-09-2026,4.33,4.2,40,16.9,25-08-2025,90,4,2068.7,196.5,45.2,21.1,Windstorm,Overheated,25,29,LOW,True,False,58.1,This_Month,Monthly,252,Yes,0.395,490.2,59.0,B,4.33,71.2,0.845
TDMS01588,YRK-GKC,YRK,GKC,6.63,Southern Railway,Palakkad,CORR_002,TRD_OIL_LEAKAGE_F1588,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Medium,Visual_Patrol,10.077727,74.22118,12-12-2025,12-09-2026,13-09-2026,16-09-2026,3.95,3.77,60,4.0,19-04-2026,90,2,1997.3,214.4,51.1,22.4,Rainy,Normal,36,17,HIGH,False,False,27.4,This_Month,Monthly,226,No,0.233,632.0,56.0,B,3.95,63.0,0.763
TDMS01589,XFW-XKO,XFW,XKO,30.99,Eastern Railway,Malda,CORR_004,TRD_CONTACT_WIRE_WEAR_F1589,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Thermal_Drone,30.971545,86.535183,12-09-2025,10-09-2026,11-09-2026,14-09-2026,4.65,4.38,60,11.9,12-07-2026,365,1,1968.1,249.1,49.0,25.3,Snowy,Normal,48,14,MEDIUM,False,False,37.2,This_Month,Monthly,263,No,0.115,699.7,46.3,C,4.65,61.2,0.686
TDMS01590,GPJ-MLSS,GPJ,MLSS,13.39,South Central Railway,Vijayawada,CORR_001,TRD_SAGGING_F1590,OHE_CONTACT_LINE,Sagging,High,Visual_Patrol,16.586992,83.437268,26-12-2025,12-09-2026,12-09-2026,14-09-2026,3.62,4.22,40,4.9,03-12-2025,180,1,2127.6,229.2,45.5,26.7,Clear,Overheated,55,10,HIGH,False,True,52.9,This_Month,Monthly,253,No,0.351,524.8,59.9,B,3.62,74.2,0.649
TDMS01591,NTVC-YCS,NTVC,YCS,86.85,South Central Railway,Vijayawada,CORR_008,TRD_OVERHEATING_F1591,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Sensor_Alert,16.170412,84.199111,31-01-2026,09-09-2026,09-09-2026,10-09-2026,4.89,5.23,20,8.8,03-07-2026,90,3,1972.7,242.0,47.5,10.6,Snowy,Faulty,80,21,HIGH,False,True,61.4,Immediate,Weekly,314,Yes,0.681,281.6,83.2,A,4.89,87.4,0.853
TDMS01592,CTVOP-RKWY,CTVOP,RKWY,91.63,Central Railway,Nagpur,CORR_002,TRD_LINE_BREAKAGE_F1592,OHE_CONTACT_LINE,Line Breakage,Medium,Visual_Patrol,19.987142,80.734781,18-05-2026,13-09-2026,14-09-2026,17-09-2026,3.98,3.88,60,16.7,03-08-2025,90,1,2296.2,189.9,49.7,24.0,Clear,Normal,64,11,MEDIUM,False,False,31.2,This_Month,Monthly,233,No,0.199,601.2,51.8,B,3.98,56.8,0.65
TDMS01593,OAKTC-QCYK,OAKTC,QCYK,60.63,Central Railway,Solapur,CORR_009,TRD_OIL_LEAKAGE_F1593,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,High,Visual_Patrol,15.498724,74.153968,01-01-2026,09-09-2026,10-09-2026,12-09-2026,4.21,3.98,40,26.7,22-09-2025,90,0,2072.3,185.4,53.4,14.3,Snowy,Overheated,20,8,HIGH,True,False,48.0,This_Week,Weekly,239,No,0.405,398.4,62.9,B,4.21,80.8,0.611
TDMS01594,VQGOY-CAA,VQGOY,CAA,14.61,Southern Railway,Chennai,CORR_006,TRD_SAGGING_F1594,OHE_CONTACT_LINE,Sagging,Critical,Thermal_Drone,13.872177,87.031985,27-03-2026,03-09-2026,03-09-2026,04-09-2026,4.78,5.07,20,9.1,01-11-2025,365,0,1909.0,241.2,45.1,15.7,Rainy,Faulty,51,28,HIGH,True,False,67.1,Immediate,Weekly,304,Yes,0.622,224.3,79.0,A,4.78,85.5,0.712
TDMS01595,YAFHO-TA,YAFHO,TA,70.8,Southern Railway,Palakkad,CORR_004,TRD_OIL_LEAKAGE_F1595,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Medium,Manual_Inspection,9.738008,74.601332,03-08-2025,14-09-2026,15-09-2026,18-09-2026,3.0,2.95,60,19.7,11-01-2026,90,2,1861.7,204.1,54.2,17.0,Clear,Normal,56,16,MEDIUM,False,False,27.5,This_Month,Monthly,177,No,0.245,641.2,47.9,C,3.0,68.1,0.736
TDMS01596,AAC-QFUJD,AAC,QFUJD,101.12,Northern Railway,Lucknow,CORR_001,TRD_LINE_BREAKAGE_F1596,OHE_CONTACT_LINE,Line Breakage,Critical,Sensor_Alert,23.903657,82.142791,05-02-2026,12-09-2026,13-09-2026,14-09-2026,6.28,5.55,20,13.7,08-11-2025,90,3,1878.2,236.5,49.7,10.4,Thunderstorm,Faulty,53,12,HIGH,True,False,68.6,Immediate,Weekly,333,Yes,0.693,266.5,82.3,A,6.28,92.3,0.954
TDMS01597,HEXP-CVVS,HEXP,CVVS,108.02,Western Railway,Ahmedabad,CORR_002,TRD_VOLTAGE_FLUCTUATION_F1597,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Thermal_Drone,26.685606,70.365777,14-03-2026,16-09-2026,17-09-2026,19-09-2026,4.2,4.1,40,26.7,06-07-2026,180,6,1875.6,183.3,46.9,14.8,Clear,Overheated,35,30,LOW,False,False,45.5,This_Week,Weekly,246,No,0.535,286.7,61.9,B,4.2,84.4,0.853
TDMS01598,PE-WVRH,PE,WVRH,16.68,Southern Railway,Palakkad,CORR_009,TRD_LINE_BREAKAGE_F1598,OHE_CONTACT_LINE,Line Breakage,Critical,Thermal_Drone,11.017764,74.572078,09-07-2025,06-09-2026,07-09-2026,08-09-2026,5.34,5.1,20,2.0,21-11-2025,180,0,2192.9,199.5,45.4,28.2,Snowy,Faulty,65,28,MEDIUM,False,False,34.3,Immediate,Weekly,306,No,0.546,351.8,66.2,B,5.34,90.5,0.781
TDMS01599,BADDI-WU,BADDI,WU,105.95,South Eastern Railway,Chakradharpur,CORR_009,TRD_OVERHEATING_F1599,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Thermal_Drone,20.371208,84.464412,08-09-2025,15-09-2026,16-09-2026,19-09-2026,3.86,3.48,60,21.0,01-03-2026,180,5,2008.5,212.3,48.2,14.8,Windstorm,Normal,21,27,MEDIUM,False,False,16.7,This_Month,Monthly,209,No,0.315,561.1,53.9,B,3.86,57.1,0.842
TDMS01600,XF-MRK,XF,MRK,83.23,Central Railway,Nagpur,CORR_011,TRD_CIRCUIT_BREAKER_TRIP_F1600,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Medium,Sensor_Alert,22.492709,81.319237,18-01-2026,08-09-2026,09-09-2026,12-09-2026,4.09,3.92,60,23.3,18-03-2026,365,1,1843.1,186.0,54.8,11.7,Rainy,Normal,65,21,MEDIUM,False,True,41.8,This_Month,Monthly,235,No,0.165,682.0,50.3,B,4.09,58.4,0.561
TDMS01601,QJFPG-TAFA,QJFPG,TAFA,65.71,Western Railway,Vadodara,CORR_010,TRD_OVERHEATING_F1601,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Thermal_Drone,22.659602,73.996491,19-05-2026,15-09-2026,16-09-2026,17-09-2026,5.91,5.42,20,17.8,21-08-2025,90,4,1969.6,184.1,53.4,20.2,Rainy,Faulty,63,8,MEDIUM,False,False,45.8,Immediate,Weekly,325,No,0.73,240.6,68.4,B,5.91,97.9,0.785
TDMS01602,VIT-SAIH,VIT,SAIH,38.93,Central Railway,Nagpur,CORR_008,TRD_INSULATION_FAULT_F1602,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Medium,Manual_Inspection,21.145516,79.284391,17-08-2026,13-09-2026,13-09-2026,16-09-2026,3.26,3.4,0,28.6,18-08-2025,180,2,1996.4,204.4,49.7,29.8,Clear,Normal,80,9,MEDIUM,True,False,50.2,Programmed,Monthly,204,No,0.182,594.1,25.0,C,3.26,45.3,0.873
TDMS01603,PXBUF-VILR,PXBUF,VILR,67.58,Western Railway,Mumbai Central,CORR_006,TRD_INSULATION_FAULT_F1603,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,High,Manual_Inspection,19.526807,70.762376,16-07-2025,10-09-2026,10-09-2026,12-09-2026,4.92,4.98,40,3.0,22-06-2026,180,1,1918.5,208.7,46.9,20.9,Thunderstorm,Overheated,25,27,HIGH,False,False,33.4,This_Week,Weekly,299,No,0.406,494.8,68.2,B,4.92,79.8,0.662
TDMS01604,MF-KC,MF,KC,85.68,Central Railway,Mumbai CST,CORR_003,TRD_TRANSFORMER_FAILURE_F1604,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Manual_Inspection,17.370907,72.130404,12-05-2026,16-09-2026,16-09-2026,19-09-2026,3.36,3.77,60,26.6,12-12-2025,90,0,1992.6,186.0,54.4,18.6,Thunderstorm,Normal,49,18,HIGH,False,False,13.8,This_Month,Monthly,226,No,0.204,599.7,48.7,C,3.36,59.2,0.584
TDMS01605,MTPZJ-PEXZY,MTPZJ,PEXZY,14.61,Southern Railway,Palakkad,CORR_005,TRD_OVERHEATING_F1605,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Manual_Inspection,10.35962,70.269096,11-06-2026,06-09-2026,06-09-2026,07-09-2026,4.74,5.17,20,10.0,13-06-2026,180,0,1947.5,245.1,53.6,18.0,Clear,Faulty,54,10,HIGH,True,False,70.4,Immediate,Weekly,310,Yes,0.664,258.4,78.9,A,4.74,90.8,0.629
TDMS01606,ZSED-QTY,ZSED,QTY,34.45,Central Railway,Nagpur,CORR_001,TRD_OIL_LEAKAGE_F1606,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Medium,Thermal_Drone,20.051495,81.15563,15-11-2025,03-09-2026,04-09-2026,07-09-2026,3.72,3.63,60,13.2,15-06-2026,90,2,1944.1,190.0,52.3,25.6,Clear,Normal,27,20,MEDIUM,True,True,70.6,This_Month,Monthly,218,Yes,0.223,605.2,48.5,C,3.72,59.5,0.886
TDMS01607,DO-YRWG,DO,YRWG,77.14,Northern Railway,Ferozpur,CORR_007,TRD_INSULATION_FAULT_F1607,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Critical,Sensor_Alert,33.085014,71.861315,02-04-2026,15-09-2026,15-09-2026,16-09-2026,4.25,4.77,20,15.5,16-08-2025,180,1,1999.3,230.7,45.5,10.1,Thunderstorm,Faulty,62,20,HIGH,True,False,68.3,Immediate,Weekly,286,Yes,0.701,188.3,84.5,A,4.25,87.1,0.686
TDMS01608,OYX-UJGCN,OYX,UJGCN,28.45,Eastern Railway,Sealdah,CORR_011,TRD_TRANSFORMER_FAILURE_F1608,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Thermal_Drone,21.377004,88.452997,13-05-2026,05-09-2026,06-09-2026,07-09-2026,6.0,5.68,20,15.1,18-09-2025,365,3,2230.2,241.5,49.8,27.6,Snowy,Faulty,24,14,HIGH,False,False,42.5,Immediate,Weekly,341,No,0.703,262.0,77.8,A,6.0,92.0,0.813
TDMS01609,FDBES-VZ,FDBES,VZ,32.62,Northern Railway,Delhi,CORR_009,TRD_OVERHEATING_F1609,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Sensor_Alert,27.231921,75.734887,04-11-2025,13-09-2026,13-09-2026,14-09-2026,4.36,4.82,20,5.8,29-09-2025,365,1,1923.5,204.4,50.2,17.9,Clear,Faulty,24,6,HIGH,False,False,41.3,Immediate,Weekly,289,No,0.617,337.1,79.7,A,4.36,87.7,0.696
TDMS01610,WRQI-WJKL,WRQI,WJKL,40.13,South Central Railway,Vijayawada,CORR_003,TRD_OVERHEATING_F1610,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Thermal_Drone,15.251265,84.748761,22-03-2026,08-09-2026,08-09-2026,11-09-2026,2.75,3.2,60,28.6,04-08-2025,90,2,2020.2,184.3,48.6,28.6,Clear,Normal,26,30,MEDIUM,True,False,47.3,This_Month,Monthly,192,No,0.203,629.0,46.0,C,2.75,63.9,0.825
TDMS01611,FIW-VUAF,FIW,VUAF,82.17,Central Railway,Pune,CORR_005,TRD_OIL_LEAKAGE_F1611,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,High,Visual_Patrol,19.378535,75.143413,06-02-2026,03-09-2026,03-09-2026,05-09-2026,3.21,3.47,40,5.1,27-11-2025,365,3,2027.3,230.2,47.6,22.9,Rainy,Overheated,52,21,HIGH,True,False,69.2,This_Week,Weekly,208,Yes,0.427,506.2,63.8,B,3.21,79.8,0.661
TDMS01612,WLFL-CHT,WLFL,CHT,30.22,South Central Railway,Nanded,CORR_005,TRD_TRANSFORMER_FAILURE_F1612,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,19.245391,75.931289,19-07-2025,11-09-2026,12-09-2026,14-09-2026,3.35,3.22,40,8.8,23-12-2025,90,1,1811.7,218.6,48.6,29.7,Thunderstorm,Overheated,58,5,MEDIUM,True,True,82.1,This_Month,Monthly,193,Yes,0.448,523.0,59.2,B,3.35,78.9,0.597
TDMS01613,IHU-COPO,IHU,COPO,27.72,Northern Railway,Ferozpur,CORR_010,TRD_OIL_LEAKAGE_F1613,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,High,Visual_Patrol,30.167709,74.467317,25-08-2025,06-09-2026,07-09-2026,09-09-2026,4.93,4.52,40,14.4,01-01-2026,90,0,2028.0,190.8,49.6,12.7,Windstorm,Overheated,61,6,MEDIUM,False,False,36.7,This_Week,Weekly,271,No,0.443,431.8,60.7,B,4.93,83.5,0.617
TDMS01614,HCBZ-WGSX,HCBZ,WGSX,25.68,South Central Railway,Vijayawada,CORR_011,TRD_TRANSFORMER_FAILURE_F1614,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Visual_Patrol,14.840861,86.305109,23-12-2025,10-09-2026,10-09-2026,12-09-2026,4.47,4.65,40,1.1,25-06-2026,90,0,2011.9,200.8,46.6,23.5,Clear,Overheated,24,26,LOW,False,False,45.7,This_Month,Monthly,279,No,0.461,533.5,59.3,B,4.47,76.4,0.635
TDMS01615,XSLUP-AUU,XSLUP,AUU,108.56,South Central Railway,Vijayawada,CORR_004,TRD_LINE_BREAKAGE_F1615,OHE_CONTACT_LINE,Line Breakage,Medium,Visual_Patrol,17.715271,83.645677,22-09-2025,03-09-2026,03-09-2026,06-09-2026,4.0,4.63,60,27.7,28-09-2025,90,0,2219.9,210.2,48.1,19.6,Rainy,Normal,77,25,MEDIUM,False,False,22.3,This_Month,Monthly,278,No,0.151,629.3,46.4,C,4.0,59.0,0.65
TDMS01616,IOH-IXRXB,IOH,IXRXB,115.46,South Central Railway,Vijayawada,CORR_009,TRD_VOLTAGE_FLUCTUATION_F1616,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Medium,Visual_Patrol,15.303278,87.396891,29-07-2025,08-09-2026,09-09-2026,12-09-2026,3.09,2.72,60,29.8,29-05-2026,180,3,1877.1,226.4,50.4,22.1,Windstorm,Normal,78,30,HIGH,True,True,79.0,This_Month,Monthly,163,Yes,0.355,490.8,56.5,B,3.09,57.6,0.67
TDMS01617,ZT-BLPV,ZT,BLPV,6.59,Northern Railway,Moradabad,CORR_002,TRD_VOLTAGE_FLUCTUATION_F1617,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Sensor_Alert,29.253511,80.860068,19-03-2026,07-09-2026,08-09-2026,10-09-2026,4.53,4.35,40,16.3,13-12-2025,365,3,1826.0,202.6,47.9,10.6,Windstorm,Overheated,26,29,MEDIUM,False,False,31.1,This_Week,Weekly,261,No,0.405,486.8,64.5,B,4.53,78.3,0.757
TDMS01618,VGMY-VN,VGMY,VN,42.36,Central Railway,Pune,CORR_003,TRD_SAGGING_F1618,OHE_CONTACT_LINE,Sagging,Medium,Manual_Inspection,17.373296,74.307722,11-08-2025,05-09-2026,06-09-2026,09-09-2026,4.21,3.7,60,8.7,24-03-2026,365,3,1843.3,193.2,52.2,26.1,Clear,Normal,31,8,HIGH,False,False,26.0,This_Month,Monthly,222,No,0.184,669.6,52.7,B,4.21,56.3,0.702
TDMS01619,RRT-LQBZN,RRT,LQBZN,89.35,Southern Railway,Palakkad,CORR_002,TRD_LINE_BREAKAGE_F1619,OHE_CONTACT_LINE,Line Breakage,Critical,Thermal_Drone,9.742905,71.567431,27-04-2026,11-09-2026,12-09-2026,13-09-2026,5.74,5.17,20,14.4,28-04-2026,90,4,2103.6,228.0,47.4,26.2,Clear,Faulty,27,19,MEDIUM,False,False,39.5,Immediate,Weekly,310,No,0.701,186.9,66.4,B,5.74,95.4,0.892
TDMS01620,BV-IP,BV,IP,10.61,Northern Railway,Moradabad,CORR_006,TRD_OIL_LEAKAGE_F1620,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,High,Visual_Patrol,33.4634,82.35153,12-09-2025,09-09-2026,10-09-2026,12-09-2026,5.22,4.65,40,25.1,11-03-2026,180,2,2012.5,240.7,52.2,29.3,Rainy,Overheated,59,24,MEDIUM,False,False,34.9,This_Week,Weekly,279,No,0.435,432.8,63.2,B,5.22,74.1,0.803
TDMS01621,XOL-OW,XOL,OW,88.12,Southern Railway,Chennai,CORR_011,TRD_LINE_BREAKAGE_F1621,OHE_CONTACT_LINE,Line Breakage,Medium,Thermal_Drone,11.675664,82.786537,31-08-2025,08-09-2026,09-09-2026,12-09-2026,4.05,3.53,60,22.7,16-04-2026,365,3,1946.0,228.6,51.5,13.3,Rainy,Normal,29,8,HIGH,False,False,23.5,This_Month,Monthly,212,No,0.232,713.7,50.6,B,4.05,63.2,0.697
TDMS01622,GVZQ-LTJDO,GVZQ,LTJDO,116.48,Southern Railway,Chennai,CORR_004,TRD_CIRCUIT_BREAKER_TRIP_F1622,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,High,Manual_Inspection,12.552134,84.464573,04-09-2025,12-09-2026,13-09-2026,15-09-2026,4.31,4.08,40,28.2,26-12-2025,180,4,2145.0,204.2,53.6,10.7,Clear,Overheated,70,16,MEDIUM,False,True,53.1,This_Week,Weekly,245,No,0.519,321.5,63.8,B,4.31,77.3,0.717
TDMS01623,GPPTI-XQMZS,GPPTI,XQMZS,66.61,Northern Railway,Ferozpur,CORR_002,TRD_LINE_BREAKAGE_F1623,OHE_CONTACT_LINE,Line Breakage,Medium,Thermal_Drone,30.404319,74.20169,23-01-2026,15-09-2026,15-09-2026,18-09-2026,4.01,4.28,60,1.5,20-05-2026,365,1,2109.1,244.0,46.3,24.1,Thunderstorm,Normal,58,8,MEDIUM,False,False,30.5,This_Month,Monthly,257,No,0.245,550.8,48.0,C,4.01,59.1,0.646
TDMS01624,TDOKH-QCOE,TDOKH,QCOE,64.77,Northern Railway,Ambala,CORR_003,TRD_OVERHEATING_F1624,TRACTION_POWER_EQUIPMENT,Overheating,High,Manual_Inspection,31.393843,76.17162,23-11-2025,08-09-2026,09-09-2026,11-09-2026,4.74,4.57,40,27.0,16-12-2025,90,6,1972.5,248.5,53.0,12.2,Clear,Overheated,37,14,MEDIUM,False,True,55.6,This_Month,Monthly,274,Yes,0.522,345.3,59.8,B,4.74,74.3,0.71
