Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Latitude,Longitude,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Passenger_vs_Goods_Ratio,Available_Block_Window_Hours,Corridor_Criticality,Upcoming_Special_Traffic,Overlapping_SNT_Request,Overlapping_TD_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
DEF02130,UMR-LOA,UMR,LOA,5.25,South Central Railway,Secunderabad,18.494009,78.715931,Rail,Weld Defect,Low,Manual Patrol,14-04-2026,03-09-2026,03-09-2026,08-09-2026,4.4,5.3,70,23.4,24-08-2026,90,6,3,0.75,15.75,Branch,False,False,True,0.75,Immediate,Weekly,5.3,Yes,45.2,4.4,49.3,0.92
DEF02131,ABP-MLPR,ABP,MLPR,16.34,South Central Railway,Vijayawada,18.452649,81.185685,Point & Crossing,Crossing Wear,Low,Manual Patrol,14-03-2026,02-09-2026,02-09-2026,07-09-2026,3.2,4.0,105,28.5,02-06-2026,90,5,9,0.62,5.7,Trunk,False,True,False,0.82,Immediate,Weekly,4.0,Yes,47.9,3.2,48.4,0.97
DEF02132,LNL-KYN,LNL,KYN,35.91,South Central Railway,Guntakal,13.30425,75.089725,Sleeper,Cracked/Broken Sleeper,Low,Manual Patrol,25-08-2026,02-09-2026,02-09-2026,07-09-2026,3.7,4.3,0,22.6,14-05-2026,60,2,20,0.79,6.2,Trunk,False,False,False,0.3,Programmed,Monthly,4.3,No,18.4,3.7,17.7,0.75
DEF02133,JET-SJVP,JET,SJVP,0.33,Southern Railway,Chennai,12.779429,85.072848,Sleeper,Cracked/Broken Sleeper,Medium,TRC Survey,01-08-2026,08-09-2026,08-09-2026,11-09-2026,2.3,3.7,11,14.2,16-07-2026,30,0,34,0.72,6.55,Trunk,False,False,False,0.19,This Week,Weekly,3.7,No,28.5,2.3,32.7,0.76
DEF02134,NDGJ-MCA,NDGJ,MCA,2.77,Western Railway,Mumbai Central,20.064785,73.511576,Sleeper,Sleeper Displacement,Medium,Manual Patrol,22-05-2026,13-09-2026,13-09-2026,16-09-2026,3.8,4.7,73,10.4,01-06-2026,90,3,29,0.77,4.85,Trunk,True,True,True,0.53,Immediate,Weekly,4.7,No,55.1,3.8,59.4,0.82
DEF02135,GSW-BTI,GSW,BTI,4.78,Central Railway,Nagpur,20.308408,80.670007,Level Crossing,Loose/Cracked Fish Plate,Critical,TRC Survey,29-08-2025,06-09-2026,06-09-2026,07-09-2026,3.5,5.0,367,40.7,06-08-2026,90,3,3,0.57,12.57,Branch,False,False,True,0.56,Immediate,Weekly,5.0,No,82.5,3.5,74.9,0.8
DEF02136,DIH-BEH,DIH,BEH,2.15,Northern Railway,Delhi,27.225427,74.578834,Ballast,Ballast Degradation,High,Manual Patrol,31-08-2025,07-09-2026,07-09-2026,09-09-2026,10.3,11.6,354,20.5,22-08-2026,60,2,6,0.77,8.47,Trunk,False,True,False,0.74,Immediate,Weekly,11.6,Yes,72.2,10.3,72.1,0.72
DEF02137,KEI-BSB,KEI,BSB,2.57,South Central Railway,Secunderabad,18.716013,80.207618,Point & Crossing,Worn Point Blade,Low,TRC Survey,18-08-2026,14-09-2026,14-09-2026,19-09-2026,4.4,5.1,0,38.0,27-07-2026,90,1,17,0.82,5.12,Trunk,True,False,False,0.32,Programmed,Monthly,5.1,No,19.8,4.4,16.9,0.95
DEF02138,SID-DRW,SID,DRW,1.99,South Central Railway,Secunderabad,17.452555,78.655087,Level Crossing,Missing/Loose Fastener,Critical,UFD,03-07-2026,11-09-2026,11-09-2026,12-09-2026,4.3,5.3,58,44.5,27-05-2026,60,5,3,0.57,9.25,Branch,False,True,False,0.71,Immediate,Weekly,5.3,Yes,80.8,4.3,76.7,0.89
DEF02139,MLDT-KNE,MLDT,KNE,110.21,Western Railway,Ahmedabad,23.967874,73.250115,Ballast,Insufficient Ballast Cushion,Critical,Manual Patrol,21-11-2025,03-09-2026,03-09-2026,04-09-2026,11.7,12.5,282,24.5,27-06-2026,60,1,12,0.87,8.83,Trunk,False,False,False,0.1,Immediate,Weekly,12.5,No,83.8,11.7,78.2,0.98
DEF02140,GDR-MBL,GDR,MBL,1.92,Central Railway,Nagpur,21.31715,82.072124,Bridge,Deck Slab Crack,Low,Manual Patrol,28-08-2026,09-09-2026,09-09-2026,14-09-2026,10.9,11.5,0,32.1,18-08-2026,90,3,7,0.77,10.67,Trunk,False,False,False,0.3,Programmed,Monthly,11.5,No,24.9,10.9,21.1,0.88
DEF02141,KDTY-VARD,KDTY,VARD,1.51,South Central Railway,Guntur,16.079736,80.650506,Ballast,Ballast Degradation,Critical,Manual Patrol,31-03-2026,10-09-2026,10-09-2026,11-09-2026,12.0,13.2,150,11.2,29-06-2026,90,0,4,0.76,12.25,Trunk,False,False,False,0.29,Immediate,Weekly,13.2,No,71.2,12.0,72.8,0.89
DEF02142,WCN-KAVM,WCN,KAVM,2.41,Central Railway,Solapur,16.262507,75.171751,Point & Crossing,Worn Point Blade,Critical,TRC Survey,12-09-2025,10-09-2026,10-09-2026,11-09-2026,6.2,7.6,349,27.5,10-07-2026,30,3,40,0.81,4.1,Trunk,False,False,True,0.79,Immediate,Weekly,7.6,Yes,84.1,6.2,83.6,0.87
DEF02143,BZG-PPB,BZG,PPB,3.36,Southern Railway,Chennai,12.210208,86.820216,Level Crossing,Loose/Cracked Fish Plate,Low,Manual Patrol,30-07-2026,09-09-2026,09-09-2026,14-09-2026,4.0,5.0,0,16.4,07-01-2026,180,1,5,0.73,9.85,Trunk,False,False,False,0.16,Programmed,Monthly,5.0,No,16.9,4.0,10.5,0.72
DEF02144,ET-BGTA,ET,BGTA,9.2,South Eastern Railway,Ranchi,23.538629,82.359389,Ballast,Ballast Degradation,Medium,Manual Patrol,03-11-2025,06-09-2026,06-09-2026,09-09-2026,7.1,8.4,287,40.2,09-06-2026,30,3,2,0.87,14.75,Branch,False,False,False,0.03,Immediate,Weekly,8.4,No,51.7,7.1,54.4,0.99
DEF02145,CQR-BBLA,CQR,BBLA,0.25,Southern Railway,Salem,11.650558,77.954003,Rail,Weld Defect,Low,Manual Patrol,23-11-2025,09-09-2026,09-09-2026,14-09-2026,8.3,8.9,163,40.7,23-06-2026,90,5,22,0.75,4.88,Trunk,False,True,False,0.72,Immediate,Weekly,8.9,Yes,51.5,8.3,55.4,0.91
DEF02146,MLK-RGM,MLK,RGM,5.49,Central Railway,Bhusawal,20.301209,76.464416,Sleeper,Sleeper Displacement,Medium,Manual Patrol,07-09-2025,13-09-2026,13-09-2026,16-09-2026,3.1,3.7,327,17.1,07-06-2026,90,2,6,0.61,8.08,Trunk,False,False,False,0.27,Immediate,Weekly,3.7,No,52.4,3.1,54.4,0.91
DEF02147,PPGT-KIRP,PPGT,KIRP,0.31,South Central Railway,Vijayawada,14.878739,86.626326,Point & Crossing,Worn Point Blade,Medium,TRC Survey,04-11-2025,14-09-2026,14-09-2026,17-09-2026,5.5,6.5,266,20.6,19-08-2026,30,0,14,0.72,13.1,Trunk,False,False,False,0.06,Immediate,Weekly,6.5,No,52.6,5.5,50.1,0.71
DEF02148,LMNR-INDB,LMNR,INDB,2.66,Southern Railway,Palakkad,11.246678,73.843483,Rail,Weld Defect,Low,UFD,09-05-2026,04-09-2026,04-09-2026,09-09-2026,3.1,4.5,17,33.3,25-07-2026,90,4,9,0.82,9.65,Trunk,False,True,False,0.75,This Week,Weekly,4.5,Yes,29.6,3.1,28.1,0.82
DEF02149,SGV-BFT,SGV,BFT,0.84,South Eastern Railway,Ranchi,23.509412,85.273666,Point & Crossing,Crossing Wear,High,Manual Patrol,24-01-2026,04-09-2026,04-09-2026,06-09-2026,6.1,6.9,209,7.5,01-05-2026,90,0,13,0.83,5.1,Trunk,False,False,False,0.17,Immediate,Weekly,6.9,No,59.0,6.1,58.8,0.91
DEF02150,VLL-CLT,VLL,CLT,1.52,South Central Railway,Guntakal,15.712315,78.713296,Sleeper,Cracked/Broken Sleeper,Low,Manual Patrol,19-10-2025,03-09-2026,03-09-2026,08-09-2026,3.7,4.6,242,20.1,18-08-2026,90,2,4,0.78,12.23,Trunk,False,True,True,0.83,Immediate,Weekly,4.6,Yes,38.3,3.7,43.0,0.93
DEF02151,LGO-PFM,LGO,PFM,1.13,Central Railway,Mumbai CST,17.944654,72.662465,Bridge,Deck Slab Crack,Low,TRC Survey,07-10-2025,10-09-2026,10-09-2026,15-09-2026,8.6,9.8,226,43.6,23-05-2026,60,3,3,0.56,19.27,Branch,False,False,False,0.35,Immediate,Weekly,9.8,No,40.9,8.6,44.2,0.78
DEF02152,MGS-PNBE,MGS,PNBE,96.84,South Central Railway,Secunderabad,18.309623,80.113696,Level Crossing,Missing/Loose Fastener,High,TRC Survey,30-08-2025,03-09-2026,03-09-2026,05-09-2026,2.8,3.4,358,7.0,03-07-2026,30,0,17,0.88,9.37,Trunk,False,False,True,0.84,Immediate,Weekly,3.4,Yes,54.8,2.8,47.3,0.98
DEF02153,JHL-KUDN,JHL,KUDN,6.54,Central Railway,Solapur,19.315753,75.483933,Ballast,Ballast Degradation,Medium,TRC Survey,13-01-2026,02-09-2026,02-09-2026,05-09-2026,6.0,7.1,193,3.3,01-08-2026,30,1,5,0.87,9.9,Trunk,True,False,False,0.02,Immediate,Weekly,7.1,No,48.2,6.0,56.4,0.95
DEF02154,VGE-MPLI,VGE,MPLI,4.35,South Central Railway,Guntur,15.492728,79.40907,Ballast,Insufficient Ballast Cushion,Medium,Manual Patrol,16-02-2026,10-09-2026,10-09-2026,13-09-2026,8.1,9.0,152,34.7,21-08-2026,60,5,3,0.86,16.47,Branch,True,True,True,0.61,Immediate,Weekly,9.0,Yes,54.4,8.1,52.1,0.75
DEF02155,ARAG-MRJ,ARAG,MRJ,16.75,Northern Railway,Lucknow,25.815686,83.551031,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,14-06-2026,11-09-2026,11-09-2026,14-09-2026,3.9,5.3,38,18.9,02-12-2025,365,2,4,0.56,11.93,Trunk,False,True,False,0.6,Immediate,Weekly,5.3,Yes,41.9,3.9,43.8,0.82
DEF02156,KDU-CVP,KDU,CVP,20.87,South Central Railway,Guntakal,13.830694,77.579674,Point & Crossing,Worn Point Blade,Low,Manual Patrol,22-10-2025,02-09-2026,02-09-2026,07-09-2026,4.0,5.5,194,6.5,30-08-2026,90,0,8,0.82,5.0,Trunk,False,False,False,0.28,Immediate,Weekly,5.5,No,42.0,4.0,41.3,0.7
DEF02157,CPH-RIG,CPH,RIG,24.46,Western Railway,Ratlam,23.632573,75.70243,Ballast,Insufficient Ballast Cushion,Low,TRC Survey,20-06-2026,12-09-2026,12-09-2026,17-09-2026,7.2,8.4,0,32.9,26-05-2026,90,6,8,0.83,6.75,Trunk,False,True,False,0.7,Programmed,Monthly,8.4,Yes,25.1,7.2,14.9,0.93
DEF02158,PTNR-DEE,PTNR,DEE,2.88,Southern Railway,Chennai,13.162792,84.067894,Bridge,Bearing Wear,Medium,Manual Patrol,19-07-2026,03-09-2026,03-09-2026,06-09-2026,13.3,14.0,10,41.5,09-06-2026,90,1,11,0.85,8.0,Trunk,False,True,True,0.72,This Month,Monthly,14.0,Yes,36.3,13.3,32.9,0.8
DEF02159,BHY-UA,BHY,UA,3.86,South Central Railway,Vijayawada,17.448191,82.014677,Rail,Weld Defect,Medium,Manual Patrol,16-10-2025,03-09-2026,03-09-2026,06-09-2026,5.1,5.7,277,37.9,07-08-2026,90,3,2,0.69,15.65,Branch,False,False,False,0.19,Immediate,Weekly,5.7,No,56.1,5.1,58.5,0.71
DEF02160,LVR-ANDN,LVR,ANDN,6.58,Southern Railway,Chennai,13.148701,81.077783,Sleeper,Cracked/Broken Sleeper,Critical,Manual Patrol,24-10-2025,09-09-2026,09-09-2026,10-09-2026,3.9,5.2,310,27.1,18-08-2026,60,1,5,0.73,10.2,Trunk,False,False,False,0.22,Immediate,Weekly,5.2,No,82.2,3.9,82.8,0.81
DEF02161,HHG-CPDR,HHG,CPDR,5.68,Central Railway,Bhusawal,19.571874,75.539027,Bridge,Girder Corrosion,High,Manual Patrol,17-10-2025,14-09-2026,14-09-2026,16-09-2026,14.9,15.7,304,17.1,06-05-2026,60,1,4,0.61,14.72,Trunk,True,True,False,0.71,Immediate,Weekly,15.7,Yes,62.6,14.9,64.8,0.72
DEF02162,PP-UDKN,PP,UDKN,1.38,Southern Railway,Tiruchirapalli,10.446476,80.08248,Sleeper,Sleeper Displacement,Medium,TRC Survey,02-03-2026,14-09-2026,14-09-2026,17-09-2026,4.5,5.3,163,29.5,05-07-2026,90,0,4,0.66,13.95,Trunk,True,False,False,0.33,Immediate,Weekly,5.3,No,53.5,4.5,56.9,0.9
DEF02163,NNKR-JGN,NNKR,JGN,2.79,South Central Railway,Guntakal,15.422831,77.311385,Point & Crossing,Worn Point Blade,Critical,TRC Survey,30-09-2025,03-09-2026,03-09-2026,04-09-2026,4.3,5.7,334,28.5,14-07-2026,90,5,6,0.57,10.8,Trunk,False,False,False,0.15,Immediate,Weekly,5.7,No,82.2,4.3,77.1,0.9
DEF02164,BAW-DBL,BAW,DBL,22.41,Southern Railway,Madurai,9.009576,78.548424,Point & Crossing,Crossing Wear,Medium,TRC Survey,28-02-2026,10-09-2026,10-09-2026,13-09-2026,6.9,7.7,168,40.4,22-08-2026,30,3,3,0.56,15.83,Branch,True,False,False,0.33,Immediate,Weekly,7.7,No,53.1,6.9,46.7,0.84
DEF02165,BBLA-BSHT,BBLA,BSHT,1.97,South Central Railway,Vijayawada,18.437144,80.405147,Point & Crossing,Worn Point Blade,Medium,UFD,17-09-2025,07-09-2026,07-09-2026,10-09-2026,6.4,6.9,328,40.4,26-04-2026,90,4,22,0.85,4.87,Trunk,False,True,True,0.58,Immediate,Weekly,6.9,No,60.7,6.4,66.4,0.8
DEF02166,KYS-BXA,KYS,BXA,14.2,Central Railway,Nagpur,19.967314,80.70688,Level Crossing,Missing/Loose Fastener,High,Manual Patrol,29-06-2026,10-09-2026,10-09-2026,12-09-2026,3.3,4.2,53,5.2,17-08-2026,60,2,4,0.72,11.67,Trunk,False,True,False,0.95,Immediate,Weekly,4.2,Yes,65.8,3.3,65.6,0.86
DEF02167,CWLE-BZLE,CWLE,BZLE,7.17,Western Railway,Ratlam,25.110541,75.831379,Bridge,Deck Slab Crack,Medium,Manual Patrol,27-01-2026,13-09-2026,13-09-2026,16-09-2026,12.6,13.2,190,44.3,30-08-2026,60,6,8,0.87,8.88,Trunk,True,True,False,0.88,Immediate,Weekly,13.2,Yes,62.9,12.6,69.2,0.95
DEF02168,SRE-YJUD,SRE,YJUD,5.76,Western Railway,Vadodara,21.62415,72.948823,Bridge,Deck Slab Crack,Medium,TRC Survey,02-10-2025,06-09-2026,07-09-2026,10-09-2026,11.7,9.5,306,13.2,11-06-2026,180,3,30,0.63,3.5,Trunk,False,False,False,0.04,Immediate,Weekly,9.5,No,51.8,11.7,51.8,0.82
DEF02169,CKLT-HKP,CKLT,HKP,3.34,South Central Railway,Vijayawada,17.352944,83.391603,Point & Crossing,Crossing Wear,Medium,TRC Survey,29-05-2026,14-09-2026,14-09-2026,17-09-2026,5.0,6.0,76,12.1,20-08-2026,30,0,5,0.73,9.77,Trunk,False,True,False,0.99,Immediate,Weekly,6.0,Yes,49.9,5.0,50.4,0.94
DEF02170,GMAN-BHW,GMAN,BHW,6.58,South Central Railway,Guntakal,14.441932,75.678464,Bridge,Bearing Wear,Critical,UFD,04-06-2026,05-09-2026,06-09-2026,07-09-2026,17.7,10.68,87,38.6,29-07-2026,60,0,9,0.7,4.68,Trunk,False,False,False,0.24,Immediate,Weekly,10.68,No,76.7,17.7,77.2,0.9
DEF02171,SNKE-BAE,SNKE,BAE,1.63,Northern Railway,Lucknow,24.653267,81.941955,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,08-05-2026,03-09-2026,03-09-2026,06-09-2026,3.7,4.5,94,40.4,09-06-2026,60,2,5,0.77,8.52,Trunk,False,False,False,0.33,Immediate,Weekly,4.5,No,57.2,3.7,59.7,0.87
DEF02172,PTKC-MEX,PTKC,MEX,18.54,South Eastern Railway,Chakradharpur,19.456906,84.709386,Bridge,Deck Slab Crack,Low,Manual Patrol,03-11-2025,14-09-2026,14-09-2026,19-09-2026,9.1,9.6,210,7.2,06-07-2025,365,1,10,0.7,9.12,Trunk,False,True,False,0.59,Immediate,Weekly,9.6,No,43.6,9.1,44.5,0.94
DEF02173,MZP-MGS,MZP,MGS,28.07,South Central Railway,Secunderabad,18.656603,78.465791,Bridge,Deck Slab Crack,Critical,TRC Survey,05-08-2025,07-09-2026,08-09-2026,09-09-2026,15.7,13.08,391,38.0,08-07-2025,365,5,17,0.73,7.08,Trunk,False,False,False,0.01,Immediate,Weekly,13.08,No,85.0,15.7,80.1,0.91
DEF02174,CLX-IPPM,CLX,IPPM,1.06,Eastern Railway,Malda,27.858474,86.072291,Point & Crossing,Worn Point Blade,Medium,Manual Patrol,18-08-2025,14-09-2026,14-09-2026,17-09-2026,6.3,7.1,357,22.7,31-08-2026,30,2,6,0.89,11.08,Trunk,False,False,True,0.64,Immediate,Weekly,7.1,Yes,52.3,6.3,57.0,0.87
DEF02175,SAP-PGRL,SAP,PGRL,22.29,Southern Railway,Salem,11.612005,77.790768,Point & Crossing,Worn Point Blade,Low,Manual Patrol,31-01-2026,12-09-2026,12-09-2026,17-09-2026,3.6,4.9,153,9.3,28-06-2026,30,0,14,0.88,8.07,Trunk,True,True,False,0.75,Immediate,Weekly,4.9,Yes,44.2,3.6,49.9,0.73
DEF02176,TUY-PRT,TUY,PRT,4.55,South Central Railway,Secunderabad,17.014512,78.375389,Ballast,Insufficient Ballast Cushion,Medium,Manual Patrol,14-11-2025,11-09-2026,11-09-2026,14-09-2026,8.7,9.8,276,16.7,16-07-2026,30,1,3,0.78,12.23,Branch,True,False,True,0.89,Immediate,Weekly,9.8,Yes,50.2,8.7,53.8,0.74
DEF02177,BYN-BEA,BYN,BEA,5.72,Eastern Railway,Malda,27.833425,85.204358,Sleeper,Sleeper Displacement,Medium,TRC Survey,11-08-2025,12-09-2026,12-09-2026,15-09-2026,5.8,6.3,358,24.3,05-07-2026,180,2,12,0.87,4.72,Trunk,True,False,False,0.02,Immediate,Weekly,6.3,No,45.9,5.8,48.5,0.89
DEF02178,GKH-NRX,GKH,NRX,3.6,Southern Railway,Chennai,13.888896,78.738424,Level Crossing,Loose/Cracked Fish Plate,High,Manual Patrol,24-06-2026,03-09-2026,03-09-2026,05-09-2026,3.5,4.5,63,15.5,18-07-2026,90,4,9,0.58,10.22,Trunk,False,False,False,0.11,Immediate,Weekly,4.5,No,67.8,3.5,64.0,0.81
DEF02179,GAJU-ASI,GAJU,ASI,2.72,Central Railway,Mumbai CST,17.46698,72.727722,Bridge,Bearing Wear,Low,UFD,09-10-2025,12-09-2026,12-09-2026,17-09-2026,10.1,10.8,255,10.3,22-08-2026,90,1,2,0.61,19.58,Branch,False,False,False,0.2,Immediate,Weekly,10.8,No,38.5,10.1,44.9,0.83
DEF02180,HMZ-KOG,HMZ,KOG,1.45,South Eastern Railway,Chakradharpur,19.278567,84.383448,Point & Crossing,Crossing Wear,High,UFD,02-06-2026,14-09-2026,14-09-2026,16-09-2026,6.5,7.7,80,30.7,15-05-2026,180,5,113,0.64,4.5,Trunk,False,False,True,0.78,Immediate,Weekly,7.7,Yes,76.4,6.5,77.2,0.95
DEF02181,BSBR-MRR,BSBR,MRR,0.47,Central Railway,Nagpur,20.882218,78.858748,Point & Crossing,Worn Point Blade,High,TRC Survey,13-03-2026,07-09-2026,07-09-2026,09-09-2026,4.3,5.3,165,19.0,29-01-2026,180,2,10,0.89,5.25,Trunk,False,False,False,0.37,Immediate,Weekly,5.3,No,66.1,4.3,66.9,0.84
DEF02182,MNE-NNA,MNE,NNA,40.07,Southern Railway,Chennai,10.3825,85.980424,Level Crossing,Missing/Loose Fastener,Low,Manual Patrol,09-03-2026,04-09-2026,04-09-2026,09-09-2026,3.4,4.4,131,9.4,11-05-2026,60,1,2,0.78,18.68,Branch,False,True,False,0.66,Immediate,Weekly,4.4,Yes,38.9,3.4,49.8,0.88
DEF02183,MDU-DG,MDU,DG,45.07,Southern Railway,Chennai,12.873595,86.820471,Bridge,Girder Corrosion,Low,TRC Survey,18-02-2026,03-09-2026,03-09-2026,08-09-2026,10.1,11.3,101,20.8,03-07-2026,180,3,18,0.89,8.17,Trunk,False,False,False,0.05,Immediate,Weekly,11.3,No,44.0,10.1,51.2,0.76
DEF02184,PAIL-KWR,PAIL,KWR,2.71,South Central Railway,Guntakal,13.646915,74.068531,Rail,Rail Wear,Low,TRC Survey,16-06-2026,09-09-2026,09-09-2026,14-09-2026,5.4,6.3,0,17.7,26-01-2026,180,2,3,0.81,20.08,Branch,True,False,False,0.18,Programmed,Monthly,6.3,No,10.1,5.4,12.9,0.9
DEF02185,RBGJ-KHRY,RBGJ,KHRY,2.03,South Central Railway,Guntakal,14.163659,74.249533,Level Crossing,Loose/Cracked Fish Plate,Low,Manual Patrol,05-08-2026,09-09-2026,09-09-2026,14-09-2026,3.1,4.1,0,25.7,15-07-2026,60,4,2,0.73,19.75,Branch,False,False,False,0.23,Programmed,Monthly,4.1,No,16.4,3.1,14.8,0.76
DEF02186,GGR-SNYN,GGR,SNYN,6.32,South Central Railway,Secunderabad,17.149984,78.924978,Bridge,Deck Slab Crack,Low,Manual Patrol,23-08-2026,03-09-2026,03-09-2026,08-09-2026,9.9,10.9,0,2.7,26-06-2026,60,0,2,0.79,13.47,Branch,False,False,False,0.4,Programmed,Monthly,10.9,No,8.8,9.9,9.4,0.75
DEF02187,CWI-JUNX,CWI,JUNX,3.46,South Eastern Railway,Ranchi,22.147336,83.221844,Level Crossing,Missing/Loose Fastener,Medium,TRC Survey,16-11-2025,03-09-2026,03-09-2026,06-09-2026,3.1,4.3,268,18.8,11-08-2026,90,2,3,0.71,9.07,Branch,False,False,False,0.37,Immediate,Weekly,4.3,No,44.4,3.1,47.4,0.81
DEF02188,CRX-BNQ,CRX,BNQ,6.59,South Central Railway,Secunderabad,17.940885,77.731483,Rail,Internal Flaw (UFD),Low,Manual Patrol,01-05-2026,08-09-2026,08-09-2026,13-09-2026,3.8,5.2,54,37.1,13-08-2026,30,4,3,0.83,11.03,Branch,False,False,False,0.14,Immediate,Weekly,5.2,No,39.8,3.8,42.8,0.89
DEF02189,OBVP-RPL,OBVP,RPL,6.18,Central Railway,Nagpur,21.243654,81.899362,Point & Crossing,Crossing Wear,High,Manual Patrol,05-03-2026,06-09-2026,06-09-2026,08-09-2026,6.3,7.6,171,18.4,18-01-2026,180,3,2,0.8,20.68,Branch,False,False,False,0.22,Immediate,Weekly,7.6,No,56.5,6.3,55.0,0.93
DEF02190,BKDE-PKDE,BKDE,PKDE,1.19,Western Railway,Ratlam,23.557567,77.681675,Level Crossing,Loose/Cracked Fish Plate,Medium,TRC Survey,15-12-2025,13-09-2026,13-09-2026,16-09-2026,2.2,3.5,231,2.1,16-06-2026,60,0,3,0.81,10.05,Branch,False,False,False,0.37,Immediate,Weekly,3.5,No,36.6,2.2,39.8,0.81
DEF02191,BUH-AAL,BUH,AAL,7.39,Southern Railway,Chennai,13.63307,79.868214,Point & Crossing,Worn Point Blade,Low,TRC Survey,08-09-2025,09-09-2026,09-09-2026,14-09-2026,4.3,4.9,269,5.1,29-06-2026,30,1,12,0.89,3.5,Trunk,True,False,False,0.16,Immediate,Weekly,4.9,No,40.1,4.3,42.7,0.82
DEF02192,SUDV-MMS,SUDV,MMS,0.65,Southern Railway,Chennai,10.168575,85.222228,Sleeper,Cracked/Broken Sleeper,High,Manual Patrol,27-07-2026,13-09-2026,13-09-2026,15-09-2026,5.1,6.2,26,20.6,26-06-2026,180,1,3,0.64,17.83,Branch,True,False,True,0.68,This Week,Weekly,6.2,Yes,43.5,5.1,39.4,0.74
DEF02193,SHN-DING,SHN,DING,6.32,South Eastern Railway,Kharagpur,21.137754,86.70922,Sleeper,Cracked/Broken Sleeper,Low,TRC Survey,25-07-2026,03-09-2026,03-09-2026,08-09-2026,5.8,6.4,0,42.4,03-07-2026,60,1,2,0.56,12.75,Branch,False,False,False,0.21,Programmed,Monthly,6.4,No,22.7,5.8,28.3,0.83
DEF02194,JOO-VAR,JOO,VAR,0.98,Southern Railway,Chennai,12.184005,79.98297,Rail,Rail Fracture,Medium,Manual Patrol,15-06-2026,07-09-2026,07-09-2026,10-09-2026,5.8,7.3,60,16.5,25-08-2025,365,1,49,0.83,5.63,Trunk,False,False,False,0.13,Immediate,Weekly,7.3,No,62.2,5.8,66.7,0.79
DEF02195,UJN-TAN,UJN,TAN,16.25,Central Railway,Nagpur,20.094007,81.478429,Level Crossing,Loose/Cracked Fish Plate,High,TRC Survey,29-08-2026,10-09-2026,10-09-2026,12-09-2026,3.1,4.3,0,43.9,13-05-2026,60,3,6,0.84,13.92,Trunk,False,False,False,0.24,This Week,Weekly,4.3,No,46.2,3.1,42.9,0.87
DEF02196,SAU-VG,SAU,VG,19.28,South Central Railway,Vijayawada,15.050286,82.847247,Level Crossing,Loose/Cracked Fish Plate,Critical,Manual Patrol,06-07-2026,02-09-2026,02-09-2026,03-09-2026,2.9,4.0,54,35.8,16-06-2026,30,4,2,0.84,20.42,Branch,True,False,False,0.08,Immediate,Weekly,4.0,No,80.8,2.9,78.2,0.78
DEF02197,KNR-NH,KNR,NH,0.93,South Central Railway,Guntur,15.925703,80.111979,Level Crossing,Loose/Cracked Fish Plate,Low,TRC Survey,28-05-2026,07-09-2026,07-09-2026,12-09-2026,3.1,4.4,48,17.4,06-05-2026,90,0,94,0.6,3.67,Trunk,False,False,True,0.83,Immediate,Weekly,4.4,Yes,43.9,3.1,41.1,0.87
DEF02198,BVO-VDI,BVO,VDI,2.88,Southern Railway,Chennai,11.210265,81.802348,Rail,Corrugation,Low,UFD,01-12-2025,02-09-2026,02-09-2026,07-09-2026,6.6,8.0,229,12.3,08-11-2025,365,0,4,0.58,16.17,Trunk,False,False,True,0.63,Immediate,Weekly,8.0,Yes,41.4,6.6,36.9,0.86
DEF02199,KOTR-PVM,KOTR,PVM,0.65,South Central Railway,Secunderabad,16.703543,78.589261,Level Crossing,Missing/Loose Fastener,High,Manual Patrol,18-10-2025,08-09-2026,08-09-2026,10-09-2026,4.7,5.5,311,16.1,26-05-2026,180,1,84,0.82,3.45,Trunk,False,True,False,0.82,Immediate,Weekly,5.5,Yes,69.9,4.7,73.7,0.87
DEF02200,KDKN-CGS,KDKN,CGS,9.44,Central Railway,Nagpur,21.766146,79.924598,Level Crossing,Missing/Loose Fastener,Low,TRC Survey,30-10-2025,04-09-2026,04-09-2026,09-09-2026,1.2,2.0,203,23.4,23-06-2026,60,4,3,0.85,12.05,Branch,False,True,True,0.76,Immediate,Weekly,2.0,Yes,39.4,1.2,35.2,0.96
DEF02201,BWCN-GSQ,BWCN,GSQ,2.64,Central Railway,Nagpur,22.555252,77.396134,Ballast,Ballast Degradation,Low,Manual Patrol,28-10-2025,11-09-2026,11-09-2026,16-09-2026,9.1,10.2,245,32.9,24-04-2026,180,3,4,0.8,10.98,Trunk,False,False,False,0.22,Immediate,Weekly,10.2,No,44.3,9.1,55.8,0.7
